business_id, num_review,ave_stars
miVNi1M1GI-_CTbg_IUD5A,9,3.000000
I2IofjP2sHZUkv7pcoc33A,4,2.000000
m_rEr3Vg1-f9Dg-Nag4FWg,92,4.000000
FlhtEidXzQSDuLW65UMazw,3,3.000000
H7oxbxOf8Et5n6OD9uKgdA,4,3.000000
d1fWisrsDqdrVAUHmIuu_g,4,2.000000
rh4PhLk_jZQcpIxkQ4JT4A,11,2.000000
-J0jhpG0rv4saq9OMh8gXw,5,4.000000
FbWwugp1EWRYBv76Wd3BEg,5,2.000000
xW8sKKn-I6FY5pzphyx3ow,8,3.000000
BcnAlLboVv5546JAGaUjuA,11,4.000000
wbz6MRfs0zliFZqdveuOdg,3,5.000000
hrnvVr3hmb2oD3oUnJrNSw,28,4.000000
S7ScUBfGcizYmKtzyW9TqA,4,2.000000
uLzb0n7iYbaTZKeta1RDAw,18,3.000000
fkx4DYKXE_v_YlQAvSlAUw,3,3.000000
PO2JBrCFcxd5ne-7ewDwdw,86,4.000000
4slO7yWhHVE3V1URzg-Nyw,5,4.000000
86aGyaoKrEHJzNC31qlalg,7,5.000000
YnCEmb8tEssRFaPGgFyWUQ,4,4.000000
_4VapLIt_vHJ0iL_qnMzeQ,3,1.000000
cLojUtqkFpVIHFEvA_5Atw,217,3.000000
lQpdn4RvgG9vT5CHv3qj9w,16,3.000000
yypKLRJxSjR2uNaTS_O6pw,162,3.000000
OzIV3ZDwCC6aOlgs_YADAQ,17,4.000000
SxZUaKTTbt2UbtmTBnCLQA,3,3.000000
aTuj5eDcvUpkDI5V00v5GA,4,2.000000
3RCa_Qq-j1yaySmdDvYwZw,4,3.000000
0Vty6xYvihX-kmsocY1HWQ,21,2.000000
ML8bLRIcWCbBqRfCQSLAKw,5,3.000000
0xJnnx_oYYZb9pBmzzGIlg,10,2.000000
z6Od24xDBD9IoEWDfpRNNg,3,3.000000
hGwnLUZ10za8Mt1IDOOjMw,5,5.000000
iNvY0zAlaD_ye7Z6rHu-Ug,173,4.000000
XGK7mKZJQtJa77Izhx6xyQ,5,4.000000
JR-lU_nKD_aeygZ3yrFXJg,4,5.000000
XZZBFKfxi_I8RFla028zmw,9,4.000000
TBVBZLBsaB3NuOJ5hnbGrg,11,4.000000
Y-bDtbLUp-szo_WxL883-A,18,4.000000
FUKRPXgUx9Gm8xo4c9VosQ,41,3.000000
t-0I_HBqj1B1IriLab508Q,23,3.000000
4xTEUanoQgInQXRMBZtYuQ,3,3.000000
dCUnkEiVCr724xl9JNJACg,3,2.000000
DjyMIg8Ii8zKg6fjY9vGvQ,4,4.000000
2qqzGBLM9VFwjIuiEKHspg,116,3.000000
OCmzZfDz1yPwfNNBmCPF0A,4,4.000000
Rg4dHuszzF0Mb4yqtoHSiA,46,4.000000
s2GehCgLDp-Go0tHLaRFgA,2,4.000000
BuvAdSaEqgMDk8zJvG06Gg,8,3.000000
QPXmLupGCI7sFfqoDyb_nA,3,4.000000
MMMHmbfq3nxUQREU4hKOKg,12,3.000000
jfzBB5Z7VTsABFT4saJ8tw,10,4.000000
BAKRDK_sZk-B06jKWz9hVg,10,3.000000
PnUN5SZ4x0vQ89RQHS-GsA,3,4.000000
zMR2CSueuHq-hD7Ca06GqQ,6,5.000000
DTFy9-NuZBjBEd9Zcoo94g,6,2.000000
B54ozdLlH5ozkwnweskhYg,29,3.000000
-4zMr3jk0ykmsk5sxsQMlA,5,4.000000
kK4AzZ0YWI-U2G-paAL7Fg,136,3.000000
Z9GH9bo8SHKx3oOokhHLyw,3,4.000000
tkO9kZU9XTwCTaCO6_jPXA,7,3.000000
TuuENwzxOFdDLY_oKCbFZw,140,4.000000
sz83FiPYmJ0uQFn0cjY9xA,5,3.000000
JBNLnJyrJkhWfFNb3bNr0A,41,3.000000
uPGeM_erzusd2oRc6rZvyg,17,4.000000
nvaAUTTl7oqiJDhuimNG6A,159,3.000000
MloV7hIe6q1hmgqTuC9UMQ,3,4.000000
_D5xaPpKWV8oLZMqRo75Mw,5,3.000000
F-tEoepb3ECMHA9dkBtmdg,5,4.000000
MhkZLdUFaHt5SDcQcqOWQg,101,3.000000
mNkeCEBLdij7wYqT7DE4ag,3,2.000000
R7fAXkib9dnkYtFqOv1HDA,11,3.000000
ULDKKycIal3x589V-yEfmg,5,2.000000
Cz0McL5lUaihqOIw0_Yo7w,121,3.000000
pGUS_Bj4FH-RfLozQslfjA,20,3.000000
nPVVaj8T9iI1NrHZZFsqvA,7,2.000000
CCCu9d1Nl-zY85u2NwlEuQ,5,4.000000
WfCqK14lbTLRDgjMNDEa_g,5,4.000000
Pfb6VOIiroqDWOebfgWGPQ,169,4.000000
9BM5J9Wh28FnZpC8d4E-lA,5,3.000000
ld3ybLnCWhqKG535H6C_Qw,4,4.000000
wjnqiWyMtZ7G_267lkwOng,54,4.000000
9ESmVfMgTHDwXJkfRB0muQ,4,4.000000
RFrqZzzb3OnqDBoyi6l11g,5,5.000000
c_Hgu6zirKI2l71TAhrTRQ,18,2.000000
4yFqLSaKpWE7O_ATQ2BqrA,9,3.000000
xtGPxmqw37SZylUPcJ1MHQ,7,2.000000
7IlOc6v_wHXLm5GFPGF0Fg,5,2.000000
xkjlpiri9yY2diY9oJVQ3A,2,5.000000
7PS_ozDjv5NnpdZGcOsDvQ,32,3.000000
B4xn_NKWY14lAdYwCC8_jQ,9,3.000000
b_i5IvnPAv8Supc3p_e2Cw,28,4.000000
ySD906agDBf3IFoSGa2vOQ,3,3.000000
4dUzwOH_3A6BU1A6Vyj2Kw,4,3.000000
zp5k6funVelIOVuqdY0mDA,63,4.000000
Nwh2N0k-u4q_dV2VLY4Fgw,5,2.000000
-dlVtdzpjjc4o-OJ4S6xtg,2,5.000000
eJpr6Ks8pr4bmvDVPTN-Xg,113,4.000000
c7pCjV1jaM1-o6FS0gB9Zg,22,3.000000
EWN7NHialiIBmbzmSyqAvg,4,4.000000
yLfYR-PvIzAv9DnEH68Rgw,12,2.000000
8zF3m-KbRssbJrgv6sJnMg,34,4.000000
zYCGmnEvORQ7pf4Lwfrc2w,12,4.000000
heyprN6HwLYVWINXd2z3OQ,39,2.000000
5rQZaYi_i5Fpi-iExhT5ew,7,5.000000
pzJCv-ixgSL_z-46F74XrA,4,3.000000
o2e_M8SqL6IJ9_Ih0yQkMA,8,2.000000
Jy2giC14hE6lP-ooLJiyLA,4,2.000000
HGOsJ1-GXCk5_8RmwKxomA,11,2.000000
GQwcQomY11SPfjYpAwO9ww,3,5.000000
QPbjoQn2Vty29ZaLOpzwXw,6,3.000000
JyI-Gm_iSeBwv3kXPLRAlQ,5,5.000000
yZYe_rgHsSYpK5azFtPSEA,4,4.000000
mSbFLlDB5Qu-6al1e2DSBw,68,4.000000
6svqiMcmS-tolyzsz2S4-Q,102,3.000000
UIGFrEcoDsw05I1UOrxdOA,124,3.000000
4ncOn_Lr-DEBqxk47Td83g,9,4.000000
nutVWcp-X4_5Jk2mcuVOSw,4,3.000000
r3r_bAfa6pZKIhQB82FizQ,108,3.000000
DyJY6-P5PMGl3X7rpnKfog,4,3.000000
MzMu6VKY_PTsoaOHD8OFLQ,6,3.000000
qiZdEquZoYtMJYds6dj1nw,3,3.000000
rA87FFHBiyx4i9jbDpcJ9Q,5,3.000000
y8a480EiwWikqlR1inkGxg,33,3.000000
J2osMAKvq8w0NIZoGkorxw,15,3.000000
T09QUM1nYuuvogPeDFkkEA,3,5.000000
_bNA90EW1EHh32DEGGaSRw,7,4.000000
HuJ4lmlWFNAhIb3wETG3ng,8,4.000000
pRKJUXN-nPG4l7nMrtz2cw,34,4.000000
LkUW-NhcFg21GV9IgiUw0A,9,4.000000
qPFeVWE6EgoPWEVZCU0hPg,4,2.000000
V3P4YnU1x9OttGfY-VfmOA,8,2.000000
QoFRAwMpoaMBlfg7ygh7rA,12,3.000000
Qcg-Ho7I6niCGNlfEasZNg,2,1.000000
PsKAMRgeydy54ytW8xWKCw,20,3.000000
6JNpwjapFq_frnG8-2fIdg,3,2.000000
mW3Ot_ZgpYFwxy4gu6WpUQ,2,4.000000
4Pf9DQBcR23A6Lg2pDsrBQ,39,3.000000
bFbMSd2F88vEytI84L0H7Q,4,4.000000
CFuzIBaREsa0nunnI_FFYg,21,3.000000
CMI3SF1-YwAEfUXYkKS53Q,34,3.000000
T-FM14EE1tt-94eONQEaVA,3,2.000000
JB9zRTOKSS1ApkF1T7_khw,8,3.000000
7_5GFMB58_Os2OPsNM_REA,7,3.000000
4X_XAOeMw7AFkYhg3NINJA,213,4.000000
Zkr4bPqDK281dBc6DZR1Hw,3,4.000000
OrF48GFHheuCie9cMYkldA,7,3.000000
BVtHYiNpte5Ldk1gMO0fEg,5,3.000000
LvnOdw1DGb8A9SP5jBhcJQ,8,3.000000
it7e85D0cwN2W2M1BVKHUA,4,3.000000
45Vj6a0LX4B2a7loTJyb4g,7,4.000000
ot4Of_A9onKHoVt4XU7v5g,3,2.000000
FYMgzfvBtHzTAWTeosAm4w,3,5.000000
CjHPV-7C_izUndihSv6Zfg,4,1.000000
R6GR8szQ8H5alZ9CNLmJyA,5,2.000000
QzC9ePNTrJ5QQwehsmMAWA,49,3.000000
MFPUNh29shXVupvIPl3VGA,3,1.000000
ll-z6OsHZnIYZqUJXC4Yug,5,3.000000
-h1WpfgqAmJcJDqyXXJ2og,19,4.000000
X808hns8g_V_M4GTYsTbsQ,3,3.000000
THC8Apz9PpO_JK-o-2xMSA,5,4.000000
l7TobGhPDskgflo1ZFSd3w,3,5.000000
qPfX87VuYeBMgM2B0Zr1hQ,8,3.000000
kgBUBTmFtbF1oHG_eQ86BQ,3,3.000000
Sde-58l921OrSPc8CvCaQA,3,5.000000
0b-zTb8lUrUAOTyGLuZ2KA,4,3.000000
eVdqpsCymmHtna_lqnTkiw,14,3.000000
VpW40mznMS43CqdbelX2wA,182,3.000000
IOcuV14K83744LSUS0hrAA,3,5.000000
eEVTu_aFu5IxZT0JTvbFgg,9,4.000000
luhi-yXQH-7FwcyWCXctgg,3,5.000000
_lN2rVi5d7d5AiGqFoTOgw,5,4.000000
d4GSh1BalxvQCU7zLe6Lzw,6,3.000000
gItxUFfYnwh781OZhYiCvw,3,5.000000
aBjgE5pLhtz4RGGR-IWpGA,13,3.000000
wJRFXd7auVKe6fpQqwmqyQ,7,4.000000
oY71G_AaKlF4Il-gt4L2OQ,41,3.000000
fwERl1E4Eais0pxI5Bi-nw,4,3.000000
LVan8aRMDNzaOwW1mFsH1g,4,4.000000
NliiPZFKgFIRb34Qb_H-TA,4,4.000000
yMbHZ9Sok3wAtPy-ShSQHA,6,3.000000
9EFkT5YKHVWz5ra6O_Uq5w,3,3.000000
9GQ1fY6vYHt_S-Yi-5O0Aw,3,5.000000
T35GMi7R4XtJ84W0Y_nDAg,37,3.000000
2unQHR9uaRxk3dsW6f3MGA,46,3.000000
ZSxR-OMk_tXriE4dOvNDzg,4,3.000000
Ase-gwT_0s4Wfv7XWXzE6A,43,3.000000
bxuKrGz1C4kXm_kjILdfAA,39,4.000000
AffD8LJ--KrlIoKb8p4AJg,3,1.000000
jzwQYISIeNWnZTP4eN3cAQ,5,2.000000
WKYxgFjw3CatL9ZWFqH5Hw,4,5.000000
G65nMj0tqKKcfbSaydpnfQ,6,5.000000
yfSr1wYjlJ6WRk9AKX4oxA,6,4.000000
i6XMXHR1HnX6EeNMntXDig,5,3.000000
edP6Wzpvewfk5PR_nywXdg,5,4.000000
Y2Lfzulh_D9nNcuH49UT4w,49,3.000000
wWvInCI38F80lqLvnW26hg,24,4.000000
HvI6AKu7zhTdQvOorrYVhQ,4,4.000000
x2rDXUQhxkUE0DUQ_bFFNg,3,3.000000
RjMUBuL5XVoyrS58xxImqQ,5,2.000000
qb1o61d_qrwEpxAm16dZCA,30,2.000000
9qVSH1v3egDcDWPNT111GA,3,3.000000
OllL0G9Kh_k1lx-2vrFDXQ,146,3.000000
RCc01aDaUvQ-sWfoalfjXA,46,4.000000
WFqgUll7rgnI4zsjoKAjDQ,8,3.000000
xWnS17JRqB2Cjdgfncnnng,36,4.000000
tehdmMOAXe4roMGAEhJIqw,8,5.000000
4UfCIHab-8XpLIpWohu9Bg,7,2.000000
GpM75HH17EN6T8-Zoz93AA,4,5.000000
2BQwRuhhyCuNXI-kM0owYg,5,5.000000
oDsSGT5gby1y-YgBsMxOxw,3,5.000000
umaboQU2AxRqx8UG4S3ySw,3,2.000000
B9337ajJcmVBztIMAPUWAA,10,3.000000
FAbg56UHO16ZXM1FecGsPg,4,4.000000
NS94bxSUYmO1NmorHPAHFQ,2,4.000000
1EkTJSMIne48E8LTAOjhvw,7,4.000000
byBElhfA2cSEMW4O7rnkfQ,5,4.000000
_NWot0cb2Ug3-IzXQY2THw,5,5.000000
qeqrsjWXc15KmlK5Z8580Q,9,3.000000
28-2Guqn4HpomlYlJ5UoZw,17,3.000000
ilJiRYZgxjrEu2iexKu-pQ,139,3.000000
9pYBiLe3k5Gi-AJqRklXcQ,5,4.000000
sTVJFC_4R8aZv5Emge6ucw,4,2.000000
ErfcZhmUuKaOhn6A3KV61A,13,1.000000
zq3nMu5GqtJYfONAGYxKUw,3,2.000000
leg0kbfxBVksdt7qf5gXPg,8,4.000000
q_WyquUkEVlez-AZhSPRoQ,3,3.000000
dcv4ZNdur0Ag7jZvPOlcrQ,6,4.000000
SXCgew8ewXvTJ0wKZ-PAuA,36,4.000000
yFaf4-3_zEac5AUC84Vlcg,7,3.000000
3ez4Qs56C_cC-l8x08l6Zw,77,3.000000
5MIAhgraTRLxcpR2Py0Taw,3,2.000000
06A3s7Ji-kJQbVxC6QbdNg,3,4.000000
OWain9KWY-rr_dbE-OYPlw,6,3.000000
e8FMAuTswDueAlLsNyLhcA,405,3.000000
9s4xL0qiZ93BLz5XTNWxXQ,3,4.000000
4b9ykDXLI2nyBUUiNt0V7Q,9,4.000000
Y3a3RkR97J_ReiKgiMXeJg,40,2.000000
Bl5tTS0Tie3dWA2hWn53Jw,3,4.000000
JuLzRXCEUqO_5uF7G9eHPQ,3,2.000000
bZkRR9-BnwE-sb1ql7WPJg,39,3.000000
N2T_ToBx97ZSo3iW3r9xWA,6,4.000000
3uKMWenB5ApgXHx6C3Aaug,7,3.000000
-6m6SqygK0Ak-PSN5pRqjA,3,2.000000
74hGYtpaERi2FYKo5bP99Q,10,2.000000
gJTxExxjYywlgOPeoYxfKw,6,4.000000
0ZHL7v2m2J220jnM_sB6RA,2,5.000000
H74aYRotUzWjAm8CEExOrg,24,2.000000
ouBlOm6OSfVKWatic4c2lg,6,4.000000
BESmH-lmMm34_EefL8X9fQ,127,4.000000
VPjh3v8HxBQbJog6tCG-oA,8,4.000000
fsQFHGMbqWf7MT6KYMuJxQ,6,4.000000
urR22BxfghtWbz3fMwpwQQ,5,2.000000
A9acBFCTT87z9pXngUwN8g,17,1.000000
s95NaXxrHSmX52FyElH8aw,4,3.000000
VKyYMyd5dF6Qt4w70Y7iHA,3,5.000000
AOHOTyehLujxH8LikpKrJw,4,5.000000
Vu8od1U-h5qqwj3Jf_Hnzg,18,3.000000
3NRZEPqcMz37AYI_ZVaLVQ,4,3.000000
Wjuv8aAD2jx0ky_4tCz8Ig,2,1.000000
uhoh3S-Ar5k8CaFDY2MTpg,3,4.000000
0-lJQCSwnHmIczjcSw_N_g,36,4.000000
QQvzErQ8Ijdy3SyEmYVG7Q,6,3.000000
0flaoi5DDGt-FLbmhVprmA,3,3.000000
fiakOloknJZNUDD-yly-Ew,8,3.000000
USO4upm0Ex4uL57nHTplEw,14,4.000000
GNZvGQ9PHb4z3OztGcU-ng,4,4.000000
1UdCdMWYrcXlYUNtwrDeTg,14,3.000000
f6758KqcaSUKSjbjXKlniA,7,5.000000
MPmKNNq5cc_J5WbBdnkSJg,2,3.000000
8obRHXXQgpchvNxqNJj8fQ,2,3.000000
4dAvlk4JufJKX3bYB6YLCQ,10,4.000000
eLuYqifC7S9Ce2j3MxqdNg,7,4.000000
E0Gi93pSbrJVnQcV8JE8RQ,5,3.000000
RsIxFD0SKNQUAl3C4easrg,3,3.000000
-eim7j3MfRWxhatv-udhYw,5,4.000000
6pChOVe0i11iaOuOrLPtew,3,5.000000
4jf5PMaxpcgA_fhirn5GgA,24,2.000000
UpytNJgK5GF06gsqpRgW4Q,3,5.000000
CFn7GmaM2KDw8b-_RDy1LA,4,3.000000
u5BeVgTyqYPowJpRt5bnJA,3,4.000000
O6gB9LGMIpIV5TawmMjSWw,5,1.000000
mMFW9cZU1gQYv1uWREzg_w,3,4.000000
Njrk0gJO7ezD44y6FkXGow,3,5.000000
Yl4wqDhNB-5TNURwQXoCFQ,5,2.000000
HRjDpeJOL02ZqwrYgtHV_A,3,4.000000
yJr24Yy1K6bt2G9fX3_zPA,174,3.000000
waOHPeROjKPz-KXqlSsoWA,16,3.000000
xgwALqvqaCi2E-VqyjYdrQ,3,5.000000
YwVW2amFg_SaEX7ikVTrWw,3,2.000000
s53RNod_OseAxLYhUDhqcw,3,4.000000
4kPDzSReLzJa0gQSjuHWvQ,7,4.000000
guD6--j7BIeqcFW_IUFbgw,39,3.000000
y7A3nmvqtyfEysI9nGUiOA,17,3.000000
j_KoJeo4mEyayKsyAsY7xg,4,2.000000
MIl8yj-Z_b8plSRLvgL4Rg,6,3.000000
0qUesn1TBPpPjW20h5Lqfg,96,4.000000
d-YNxMKL6ZhkiRhfUPxKHg,19,3.000000
uL_kqSm8ZqJ_3U88uwA8tw,43,4.000000
ssSeK9MYRCUjoabppekwoA,37,3.000000
bEQjf7c-9qkNWgXvriSGZw,31,3.000000
sY746eOF8TbO9jPR_9hbIw,3,2.000000
tDbXsDOecrv46J7YR2-FNw,5,2.000000
vTDJ_ZbxUw1MUOPPG9esOw,5,3.000000
kFI4WerlY9xKN_WFLB1wlQ,7,4.000000
lwoolNXm8GYb8ZaPwVPeSQ,4,2.000000
T8IgrCdCsxTsaKSsZh7bFQ,3,5.000000
pLIEBQRP9hDG9T2OWDX04w,5,4.000000
iZpgRNPogioU5sEaDyl5uw,57,2.000000
jRfdz5voj40P6WS9L54caw,335,4.000000
w2J_RU8dPJmb-SZXNLz-iw,4,3.000000
W7UtoDde1ekOmsEeMl8XCw,26,4.000000
_cBpwhLLV3_V34HhYV_W7g,5,1.000000
R13Yzsye39_1StxO0X1Flg,4,3.000000
P8pJ2tUS-KnO8H4sbaAxTw,14,3.000000
iMOcYSfhrpWEbVnQnFvIHw,4,4.000000
QVtutO5uft8npBTpiyxyaw,3,3.000000
1hSfmvi1Q9leNc8N6NhfAA,4,4.000000
yzYSY-yFyS64uL4lTnUysQ,6,4.000000
8Gmjirpg6V_a2u0K4In6Iw,38,3.000000
5W-E4Mj4eO5xfkZJ6zn2Cg,6,4.000000
3wLLf8wRqD1ZQowi9aZSoA,144,4.000000
flrqde2ZcASRZl5a8CTcUw,6,4.000000
vP61sXEXF4SssXR5zIhrGA,7,3.000000
CJKHi_W8wxd6yeKWi1gGdQ,3,3.000000
won3i4Cpc4M8YnbWBHHUqw,11,4.000000
-cnpSvl4FAUIWeXuSdJwww,3,3.000000
ryIlS8z-iQdkE6BAOk4f6g,3,4.000000
grKO-AmJulPUuSxQuplYEw,3,3.000000
qv2n5yGIDtF3dhPliW4kLA,4,3.000000
gQ7CxQUJBHbxBMXloHzZSw,8,4.000000
k9caDi4i2o5BRcWcyGRNnw,4,2.000000
rrPRCU1m22v02k60YvJNrg,4,2.000000
VijbjJSqgZXQzMaf3XRT7Q,4,5.000000
1lS4-F785wYGn6u2dzUgow,26,3.000000
n0OIZOmu5rOWSJ0-l4b6mw,21,2.000000
hLRoMJv9KSoBLJILh2TwOg,3,3.000000
RckDRNy07cN5_QvEpGPvNg,3,2.000000
fJC3VOpsPnPkXkJaEo-RCw,5,3.000000
w85pRiy-a6Vo9DyMc8LnxA,4,2.000000
jMqcipWlVtodzRFM3snKcg,16,3.000000
KW5vG4PH2LKLMGdp6pt3dg,11,4.000000
B-9mkiNmeFZY2g-794MUJA,7,4.000000
8860WNIW_oiLU6XZkGgklg,10,3.000000
Mysd5IypHqTFkmHlbQeOyA,23,3.000000
P5S53mTS907bkym4kd7qFQ,25,4.000000
Hu2z4t4NfyWzhDe1_RJOcw,1,1.000000
mS-XNVxy2bFr2NImSiD2Jg,5,4.000000
0WI0ydH2HtFxFswYXhE--w,73,3.000000
dUTQIs1SMymII0-frGSZdw,6,4.000000
MWoM_zf75KD0VcOm8Yb58A,128,4.000000
KVq-1WEJNKK2NqFC7nUoRg,27,4.000000
06YP_JnJzns84fOyQ0HA0Q,3,4.000000
4zYkgDObs8CEahzjg6Cigg,8,2.000000
Hb_kAhX6oT8Lc0xCtibT9w,3,3.000000
NmZOBAApIRfv5RqQzFBIdA,5,3.000000
6kgggtXpZHI4YddICPXCeQ,3,2.000000
b4hI0x_vgagZyF_D-OqCLA,16,2.000000
vFJmFFfPVhHkC3bWOeZnNA,42,3.000000
Q5AOEpbPSeixtEAR6l1vEA,6,2.000000
bJB4GG_DASDIErjRdRhQWw,3,3.000000
t4aP7ksa716XY6S4EsWFqw,101,4.000000
yIRwXAtC3zLGy0_FaBecpQ,64,3.000000
36qqRqBt2QJvkW1y9z06NQ,5,4.000000
QVOUMpDu95uNOAEKKDAR1g,4,5.000000
E3ZjeEstDhCTE_X08MTsWg,3,1.000000
Z7XN0NQH-5uERDzWt7UY6w,6,1.000000
nPgN4EXdcfdCGGlyHScc_g,4,3.000000
PqyluAF73YCF9nxnUs4emg,2,5.000000
tvl7g3vGfhg2LWPx6LtvBw,4,3.000000
N93MpvQMyw5wMrbYKyj93g,3,2.000000
uE3ZCR5fvJK4AK99-VqkSA,3,3.000000
1n1fnITYvF-539rAL6nhTQ,7,3.000000
40_99L6HTtK_eHHT_tCjmw,73,3.000000
24dWo4xMrxlYMVdsbQSUsQ,4,3.000000
BL3SqCfSJuDTNDR9_b9NdQ,32,3.000000
q34vLVEbHPzS0ZUC8XGsVw,4,2.000000
CAhyiTcoGeAqaP018FX0cQ,13,2.000000
nS9vAcUKdLJqwUbSP5gSXw,3,5.000000
Zu93JuSKbponnD3Mx5zpEg,31,4.000000
MDt3zRlPLA0uifPKSA-rnA,28,4.000000
RJG7vC0ldZgXhGkYLMuYzQ,4,2.000000
lut0g04VsYRyblR1Ad-8HA,65,3.000000
MSnAOSajkFXLojJWgRjMCg,15,4.000000
JUlwoai_WikznIEQ7XCENA,8,1.000000
sPXs-DYlqf4DdRdIF0N9WA,3,3.000000
VOegk0dF7eXP1znjBFg5fw,5,2.000000
5zGFamr8v5ykzr41SmMRDg,3,2.000000
T9p5rNXbxOYYIbdUOznXyQ,3,3.000000
uJyJlmbvIgF8pUWP4TfRgQ,8,2.000000
TXOC9oDwBA9tI3vNBlkFbw,3,1.000000
NEhGYLEM9lIC2R3pTG7FFA,3,5.000000
GtSBeSaMK9aNJT8Ka4GkDQ,4,5.000000
W8NDVOVTp5isokY-RbG53Q,6,3.000000
xPbUPBWS6k31qgUfUODmnw,10,4.000000
L19_1cG2ALVjdBQ456h26A,15,2.000000
vR3eAwcgkh2EmVJegZO2dQ,34,3.000000
XmDiFI8SuougNUi02ZCdwA,41,3.000000
OkRzw22eDg45do8i-1jHow,38,3.000000
FQ0b0SpWXf0uFhO5KWgotQ,7,4.000000
BJfjd8oEMW_zq8KTkixyig,57,3.000000
RHYJho19op3wdNfJOFUR0A,34,4.000000
h4tC5EJ0_b6kwQTOaPWVWg,3,4.000000
tYlwIZWPEQFvU9avTaIv3w,21,3.000000
haK0UcZoBP0ZEEpUbdewDQ,5,3.000000
VBKa5uOmDBzfyWy-SsoaKw,4,5.000000
mH-OXF1ilnaPC2kry9Ox1g,14,4.000000
xCryT3Vzk_RLIkhiuUJwjQ,115,3.000000
fG3yJmDXfSU8eW8HY1K3aQ,6,4.000000
BXaCH0JiDAqOFrc4-6wKJg,3,4.000000
yRga-WpyfZRz8Es4OpyMhA,86,2.000000
eAuZtSnA6cgwR7Um7eA2rg,8,4.000000
vKQSEJX8T_7RejEJvL33ew,5,4.000000
M0a0UNYie0vmrDxY5r2yjA,3,4.000000
9yV6fuJUi_m7ymQdLi65HA,3,5.000000
JoqrcQuzD3yEvs9KvN82ag,7,1.000000
Bvw2qmZkzIJERXktRSl8Xw,3,1.000000
